event_id,source,source_row,equipment,component,event_type,severity,symptom,recommended_action,status,running_hours,ship_speed,lever_position,gt_shaft_torque_knm,gt_rpm,gas_generator_rpm,hp_turbine_exit_temp_c,compressor_outlet_temp_c,hp_turbine_exit_pressure_bar,compressor_outlet_pressure_bar,gt_exhaust_pressure_bar,fuel_flow_kg_s,compressor_decay,turbine_decay,text
sensor-3006-compressor,data.csv,3006,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3007,3.0,1.138,591.378,1325.893,6691.478,468.191,547.004,1.105,5.904,1.019,0.104,0.962,0.997,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3007. Ship speed: 3.0 knots. GT RPM: 1325.893. Fuel flow: 0.104 kg/s. Compressor decay: 0.962. Turbine decay: 0.997."
sensor-3007-compressor,data.csv,3007,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3008,6.0,2.088,2911.641,1369.134,6852.45,498.404,559.3,1.201,6.403,1.02,0.128,0.962,0.997,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3008. Ship speed: 6.0 knots. GT RPM: 1369.134. Fuel flow: 0.128 kg/s. Compressor decay: 0.962. Turbine decay: 0.997."
sensor-3008-compressor,data.csv,3008,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3009,9.0,3.144,8380.058,1386.762,7140.816,582.646,581.681,1.388,7.42,1.02,0.24,0.962,0.997,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3009. Ship speed: 9.0 knots. GT RPM: 1386.762. Fuel flow: 0.24 kg/s. Compressor decay: 0.962. Turbine decay: 0.997."
sensor-3009-compressor,data.csv,3009,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3010,12.0,4.161,14724.246,1547.472,7809.043,636.562,607.662,1.655,8.821,1.023,0.336,0.962,0.997,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3010. Ship speed: 12.0 knots. GT RPM: 1547.472. Fuel flow: 0.336 kg/s. Compressor decay: 0.962. Turbine decay: 0.997."
sensor-3010-compressor,data.csv,3010,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3011,15.0,5.14,21636.369,1924.346,8503.134,703.712,638.643,2.076,10.966,1.026,0.492,0.962,0.997,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3011. Ship speed: 15.0 knots. GT RPM: 1924.346. Fuel flow: 0.492 kg/s. Compressor decay: 0.962. Turbine decay: 0.997."
sensor-3011-compressor,data.csv,3011,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3012,18.0,6.175,29795.974,2307.261,8837.939,769.887,668.579,2.498,13.079,1.03,0.671,0.962,0.997,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3012. Ship speed: 18.0 knots. GT RPM: 2307.261. Fuel flow: 0.671 kg/s. Compressor decay: 0.962. Turbine decay: 0.997."
sensor-3012-compressor,data.csv,3012,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3013,21.0,7.148,38980.586,2678.084,9137.546,824.033,692.404,2.958,15.345,1.035,0.865,0.962,0.997,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3013. Ship speed: 21.0 knots. GT RPM: 2678.084. Fuel flow: 0.865 kg/s. Compressor decay: 0.962. Turbine decay: 0.997."
sensor-3013-compressor,data.csv,3013,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3014,24.0,8.206,50994.283,3087.529,9319.772,921.248,734.357,3.566,18.213,1.041,1.185,0.962,0.997,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3014. Ship speed: 24.0 knots. GT RPM: 3087.529. Fuel flow: 1.185 kg/s. Compressor decay: 0.962. Turbine decay: 0.997."
sensor-3014-compressor,data.csv,3014,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3015,27.0,9.3,72779.305,3560.434,9781.621,1082.455,781.569,4.486,22.295,1.05,1.768,0.962,0.997,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3015. Ship speed: 27.0 knots. GT RPM: 3560.434. Fuel flow: 1.768 kg/s. Compressor decay: 0.962. Turbine decay: 0.997."
sensor-3015-compressor,data.csv,3015,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3016,3.0,1.138,323.11,1341.251,6703.409,449.619,545.083,1.096,5.832,1.019,0.075,0.962,0.998,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3016. Ship speed: 3.0 knots. GT RPM: 1341.251. Fuel flow: 0.075 kg/s. Compressor decay: 0.962. Turbine decay: 0.998."
sensor-3016-compressor,data.csv,3016,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3017,6.0,2.088,2916.331,1369.15,6855.02,497.895,559.172,1.201,6.398,1.02,0.128,0.962,0.998,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3017. Ship speed: 6.0 knots. GT RPM: 1369.15. Fuel flow: 0.128 kg/s. Compressor decay: 0.962. Turbine decay: 0.998."
sensor-3017-compressor,data.csv,3017,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3018,9.0,3.144,8380.131,1386.763,7143.393,581.858,581.535,1.388,7.413,1.02,0.24,0.962,0.998,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3018. Ship speed: 9.0 knots. GT RPM: 1386.763. Fuel flow: 0.24 kg/s. Compressor decay: 0.962. Turbine decay: 0.998."
sensor-3018-compressor,data.csv,3018,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3019,12.0,4.161,14724.415,1547.472,7811.074,635.712,607.505,1.655,8.812,1.023,0.335,0.962,0.998,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3019. Ship speed: 12.0 knots. GT RPM: 1547.472. Fuel flow: 0.335 kg/s. Compressor decay: 0.962. Turbine decay: 0.998."
sensor-3019-compressor,data.csv,3019,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3020,15.0,5.14,21636.485,1924.349,8504.044,702.772,638.467,2.076,10.955,1.026,0.491,0.962,0.998,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3020. Ship speed: 15.0 knots. GT RPM: 1924.349. Fuel flow: 0.491 kg/s. Compressor decay: 0.962. Turbine decay: 0.998."
sensor-3020-compressor,data.csv,3020,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3021,18.0,6.175,29796.311,2307.255,8838.969,768.827,668.366,2.498,13.066,1.03,0.669,0.962,0.998,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3021. Ship speed: 18.0 knots. GT RPM: 2307.255. Fuel flow: 0.669 kg/s. Compressor decay: 0.962. Turbine decay: 0.998."
sensor-3021-compressor,data.csv,3021,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3022,21.0,7.148,38980.359,2678.084,9138.049,823.041,692.24,2.958,15.329,1.035,0.863,0.962,0.998,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3022. Ship speed: 21.0 knots. GT RPM: 2678.084. Fuel flow: 0.863 kg/s. Compressor decay: 0.962. Turbine decay: 0.998."
sensor-3022-compressor,data.csv,3022,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3023,24.0,8.206,50994.228,3087.526,9320.176,920.239,734.205,3.565,18.193,1.041,1.183,0.962,0.998,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3023. Ship speed: 24.0 knots. GT RPM: 3087.526. Fuel flow: 1.183 kg/s. Compressor decay: 0.962. Turbine decay: 0.998."
sensor-3023-compressor,data.csv,3023,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3024,27.0,9.3,72780.006,3560.434,9782.38,1081.61,781.437,4.485,22.269,1.05,1.766,0.962,0.998,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3024. Ship speed: 27.0 knots. GT RPM: 3560.434. Fuel flow: 1.766 kg/s. Compressor decay: 0.962. Turbine decay: 0.998."
sensor-3024-compressor,data.csv,3024,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3025,3.0,1.138,417.956,1351.776,6712.922,447.248,545.47,1.101,5.848,1.019,0.068,0.962,0.999,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3025. Ship speed: 3.0 knots. GT RPM: 1351.776. Fuel flow: 0.068 kg/s. Compressor decay: 0.962. Turbine decay: 0.999."
sensor-3025-compressor,data.csv,3025,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3026,6.0,2.088,2972.186,1371.488,6859.033,497.901,559.312,1.203,6.404,1.02,0.127,0.962,0.999,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3026. Ship speed: 6.0 knots. GT RPM: 1371.488. Fuel flow: 0.127 kg/s. Compressor decay: 0.962. Turbine decay: 0.999."
sensor-3026-compressor,data.csv,3026,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3027,9.0,3.144,8380.207,1386.763,7145.97,581.072,581.388,1.387,7.406,1.02,0.239,0.962,0.999,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3027. Ship speed: 9.0 knots. GT RPM: 1386.763. Fuel flow: 0.239 kg/s. Compressor decay: 0.962. Turbine decay: 0.999."
sensor-3027-compressor,data.csv,3027,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3028,12.0,4.161,14724.468,1547.473,7813.097,634.863,607.348,1.655,8.804,1.023,0.334,0.962,0.999,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3028. Ship speed: 12.0 knots. GT RPM: 1547.473. Fuel flow: 0.334 kg/s. Compressor decay: 0.962. Turbine decay: 0.999."
sensor-3028-compressor,data.csv,3028,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3029,15.0,5.14,21636.533,1924.351,8504.953,701.834,638.29,2.076,10.944,1.026,0.49,0.962,0.999,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3029. Ship speed: 15.0 knots. GT RPM: 1924.351. Fuel flow: 0.49 kg/s. Compressor decay: 0.962. Turbine decay: 0.999."
sensor-3029-compressor,data.csv,3029,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3030,18.0,6.175,29796.597,2307.248,8839.995,767.771,668.152,2.498,13.053,1.03,0.668,0.962,0.999,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3030. Ship speed: 18.0 knots. GT RPM: 2307.248. Fuel flow: 0.668 kg/s. Compressor decay: 0.962. Turbine decay: 0.999."
sensor-3030-compressor,data.csv,3030,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3031,21.0,7.148,38980.021,2678.083,9138.551,822.051,692.076,2.957,15.312,1.035,0.862,0.962,0.999,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3031. Ship speed: 21.0 knots. GT RPM: 2678.083. Fuel flow: 0.862 kg/s. Compressor decay: 0.962. Turbine decay: 0.999."
sensor-3031-compressor,data.csv,3031,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3032,24.0,8.206,50994.131,3087.526,9320.579,919.234,734.054,3.565,18.173,1.041,1.181,0.962,0.999,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3032. Ship speed: 24.0 knots. GT RPM: 3087.526. Fuel flow: 1.181 kg/s. Compressor decay: 0.962. Turbine decay: 0.999."
sensor-3032-compressor,data.csv,3032,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3033,27.0,9.3,72781.267,3560.431,9783.141,1080.771,781.307,4.484,22.242,1.05,1.764,0.962,0.999,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3033. Ship speed: 27.0 knots. GT RPM: 3560.431. Fuel flow: 1.764 kg/s. Compressor decay: 0.962. Turbine decay: 0.999."
sensor-3033-compressor,data.csv,3033,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3034,3.0,1.138,743.456,1367.081,6725.857,454.969,547.394,1.115,5.921,1.019,0.075,0.962,1.0,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3034. Ship speed: 3.0 knots. GT RPM: 1367.081. Fuel flow: 0.075 kg/s. Compressor decay: 0.962. Turbine decay: 1.0."
sensor-3034-compressor,data.csv,3034,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3035,6.0,2.088,2991.643,1372.177,6861.992,497.484,559.276,1.204,6.403,1.02,0.127,0.962,1.0,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3035. Ship speed: 6.0 knots. GT RPM: 1372.177. Fuel flow: 0.127 kg/s. Compressor decay: 0.962. Turbine decay: 1.0."
sensor-3035-compressor,data.csv,3035,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3036,9.0,3.144,8380.369,1386.764,7148.553,580.288,581.243,1.387,7.399,1.02,0.238,0.962,1.0,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3036. Ship speed: 9.0 knots. GT RPM: 1386.764. Fuel flow: 0.238 kg/s. Compressor decay: 0.962. Turbine decay: 1.0."
sensor-3036-compressor,data.csv,3036,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3037,12.0,4.161,14724.585,1547.474,7815.127,634.016,607.192,1.655,8.795,1.023,0.333,0.962,1.0,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3037. Ship speed: 12.0 knots. GT RPM: 1547.474. Fuel flow: 0.333 kg/s. Compressor decay: 0.962. Turbine decay: 1.0."
sensor-3037-compressor,data.csv,3037,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3038,15.0,5.14,21636.902,1924.352,8505.87,700.901,638.115,2.075,10.933,1.026,0.489,0.962,1.0,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3038. Ship speed: 15.0 knots. GT RPM: 1924.352. Fuel flow: 0.489 kg/s. Compressor decay: 0.962. Turbine decay: 1.0."
sensor-3038-compressor,data.csv,3038,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3039,18.0,6.175,29796.819,2307.239,8841.018,766.718,667.94,2.497,13.04,1.03,0.666,0.962,1.0,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3039. Ship speed: 18.0 knots. GT RPM: 2307.239. Fuel flow: 0.666 kg/s. Compressor decay: 0.962. Turbine decay: 1.0."
sensor-3039-compressor,data.csv,3039,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3040,21.0,7.148,38979.723,2678.083,9139.054,821.063,691.913,2.957,15.296,1.035,0.86,0.962,1.0,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3040. Ship speed: 21.0 knots. GT RPM: 2678.083. Fuel flow: 0.86 kg/s. Compressor decay: 0.962. Turbine decay: 1.0."
sensor-3040-compressor,data.csv,3040,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3041,24.0,8.206,50994.039,3087.525,9320.981,918.231,733.903,3.564,18.153,1.041,1.179,0.962,1.0,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3041. Ship speed: 24.0 knots. GT RPM: 3087.525. Fuel flow: 1.179 kg/s. Compressor decay: 0.962. Turbine decay: 1.0."
sensor-3041-compressor,data.csv,3041,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.962.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3042,27.0,9.3,72781.19,3560.438,9783.882,1079.926,781.176,4.482,22.216,1.05,1.762,0.962,1.0,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.962.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3042. Ship speed: 27.0 knots. GT RPM: 3560.438. Fuel flow: 1.762 kg/s. Compressor decay: 0.962. Turbine decay: 1.0."
sensor-3042-compressor,data.csv,3042,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.963.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3043,3.0,1.138,1987.954,1402.848,6686.351,507.431,558.05,1.17,6.352,1.019,0.128,0.963,0.975,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.963.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3043. Ship speed: 3.0 knots. GT RPM: 1402.848. Fuel flow: 0.128 kg/s. Compressor decay: 0.963. Turbine decay: 0.975."
sensor-3042-turbine,data.csv,3042,Naval Propulsion Plant,GT Turbine,Turbine decay detected,watch,GT turbine decay coefficient is 0.975.,"Monitor turbine condition and compare exhaust temperature, shaft torque, and fuel flow trends.",monitor,3043,3.0,1.138,1987.954,1402.848,6686.351,507.431,558.05,1.17,6.352,1.019,0.128,0.963,0.975,"Naval Propulsion Plant GT Turbine Turbine decay detected. Severity: watch. Symptom: GT turbine decay coefficient is 0.975.. Recommended action: Monitor turbine condition and compare exhaust temperature, shaft torque, and fuel flow trends.. Running hours: 3043. Ship speed: 3.0 knots. GT RPM: 1402.848. Fuel flow: 0.128 kg/s. Compressor decay: 0.963. Turbine decay: 0.975."
sensor-3043-compressor,data.csv,3043,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.963.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,3044,6.0,2.088,5095.895,1344.817,6779.462,587.992,571.366,1.269,6.935,1.019,0.241,0.963,0.975,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.963.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 3044. Ship speed: 6.0 knots. GT RPM: 1344.817. Fuel flow: 0.241 kg/s. Compressor decay: 0.963. Turbine decay: 0.975."
